"","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"166","At the Javits Center in New York City giving a briefing on #Coronavirus. WATCH: https://t.co/Fwj4LXm0vn",FALSE,2709,NA,2020-03-27 15:32:27,FALSE,NA,"1243561528466399233",NA,"<a href=""https://periscope.tv"" rel=""nofollow"">Periscope</a>","NYGovCuomo",931,FALSE,FALSE,NA,NA
"167","Our thoughts are with the family of the NYC Transit worker who tragically died in a fire early this morning, and wi… https://t.co/JFbyanWz1q",FALSE,6726,NA,2020-03-27 14:58:53,TRUE,NA,"1243553083759656962",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","NYGovCuomo",660,FALSE,FALSE,NA,NA
"168","To the nurses, the doctors, the EMTs, the firefighters, the police officers, the grocery store workers, the pharmac… https://t.co/9W58zntflO",FALSE,17635,NA,2020-03-27 13:40:41,TRUE,NA,"1243533400801259521",NA,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Twitter Media Studio</a>","NYGovCuomo",3791,FALSE,FALSE,NA,NA
"169","I’m honored that you’re watching @JulieAndrews. Thank you. https://t.co/YNr85Ntyoi",FALSE,8893,NA,2020-03-27 01:31:33,FALSE,NA,"1243349911652925440",NA,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Twitter Media Studio</a>","NYGovCuomo",789,FALSE,FALSE,NA,NA
"170","Proud to see NY's hotels stepping up!

The Plaza Hotel, @StRegisNewYork and @YotelHQ will provide their facilities… https://t.co/jxUfhUi5tz",FALSE,29204,NA,2020-03-26 23:13:02,TRUE,NA,"1243315052163338240",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","NYGovCuomo",4871,FALSE,FALSE,NA,NA
"171","@NewYorkStateAG Thank you.",FALSE,446,"NewYorkStateAG",2020-03-26 21:46:07,FALSE,"1243287921546928129","1243293178259783680","132496568","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","NYGovCuomo",27,FALSE,FALSE,NA,NA
"172","Tomorrow we will tour the 4 sites that NY has identified for additional temporary hospitals that will add much need… https://t.co/3oS1Ui9YYV",FALSE,7415,NA,2020-03-26 21:15:26,TRUE,NA,"1243285457238142976",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","NYGovCuomo",1115,FALSE,FALSE,NA,NA
"173","I want to thank @rihanna and the Rihanna Foundation for donating Personal Protective Equipment to New York State.… https://t.co/JVfjpAMG1P",FALSE,39352,"NYGovCuomo",2020-03-26 20:14:49,TRUE,"1243270200885157895","1243270201812160515","232268199","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","NYGovCuomo",8466,FALSE,FALSE,NA,NA
"174","Thank you to:

-The Office of @NewYorkStateAG for protective masks and gloves
-The Commission on Independent Colleg… https://t.co/vCUChDWlUn",FALSE,9657,"NYGovCuomo",2020-03-26 20:14:49,TRUE,"1243270199920517120","1243270200885157895","232268199","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","NYGovCuomo",1422,FALSE,FALSE,NA,NA
"175","Thank you to:

-@Niagara_Water for bottles of water
-@AmnealPharma for Hydroxychloroquine
-Long Island Ambulatory S… https://t.co/O7xHhbYNa2",FALSE,6512,"NYGovCuomo",2020-03-26 20:14:49,TRUE,"1243270198796390405","1243270199920517120","232268199","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","NYGovCuomo",949,FALSE,FALSE,NA,NA
"176","Thank you to:

-@SuburbanPropane for propane services
-@GoldmanSachs for masks
-@Wayfair for mattresses, linens, sh… https://t.co/jGDi9UKgbs",FALSE,6805,"NYGovCuomo",2020-03-26 20:14:48,TRUE,"1243270197794033665","1243270198796390405","232268199","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","NYGovCuomo",1010,FALSE,FALSE,NA,NA
"177","New York is fighting a war against this virus and we need all the help we can get.

On behalf of the family of New… https://t.co/z3cx4G1hGZ",FALSE,19511,NA,2020-03-26 20:14:48,TRUE,NA,"1243270197794033665",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","NYGovCuomo",3193,FALSE,FALSE,NA,NA
"178","Stay informed.

Get nightly updates with critical information on the #Coronavirus pandemic and New York’s response:… https://t.co/d8Un9HuGa7",FALSE,1720,NA,2020-03-26 16:25:51,TRUE,NA,"1243212580816125952",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","NYGovCuomo",454,FALSE,FALSE,NA,NA
"179","This is not a sprint—it's a marathon.

I know NYers are tired. I’m tired too.

But when I feel tired, I think of th… https://t.co/nKsOFaVuOy",FALSE,47733,NA,2020-03-26 16:06:41,TRUE,NA,"1243207757798477824",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","NYGovCuomo",7837,FALSE,FALSE,NA,NA
"180","We mourn the 385 New Yorkers we have lost to Coronavirus-related illnesses.

Tragically, we expect the number to ri… https://t.co/atjkMiAXZx",FALSE,9783,NA,2020-03-26 16:01:01,TRUE,NA,"1243206330468499459",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","NYGovCuomo",1984,FALSE,FALSE,NA,NA
"181","New York is doing more tests, now up to 18,650 tests per day.

25% of all tests in the country have been done in Ne… https://t.co/aFfDOAdR1w",FALSE,15902,NA,2020-03-26 15:53:36,TRUE,NA,"1243204465102131200",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","NYGovCuomo",2980,FALSE,FALSE,NA,NA
"182","We want to see a reduction in rate of increase of spread. That's the first sign of progress.

We are doing everythi… https://t.co/9l5sCT05ql",FALSE,3921,NA,2020-03-26 15:43:01,TRUE,NA,"1243201802121723905",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","NYGovCuomo",511,FALSE,FALSE,NA,NA
"183","Facts are empowering. 

Even when the facts are discouraging, not knowing the facts is worse.

I promise that I wil… https://t.co/Hh50QaIG7G",FALSE,87142,NA,2020-03-26 15:41:28,TRUE,NA,"1243201409832624128",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","NYGovCuomo",11739,FALSE,FALSE,NA,NA
"184","Closed captioning is available at https://t.co/YjzHnxHPvN",FALSE,299,"NYGovCuomo",2020-03-26 15:35:59,FALSE,"1243199576183410688","1243200030598664192","232268199","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","NYGovCuomo",68,FALSE,FALSE,NA,NA
"185","Holding a briefing with updates on #Coronavirus. WATCH LIVE: https://t.co/9pTnNjROON",FALSE,3163,NA,2020-03-26 15:34:11,FALSE,NA,"1243199576183410688",NA,"<a href=""https://periscope.tv"" rel=""nofollow"">Periscope</a>","NYGovCuomo",1046,FALSE,FALSE,NA,NA
"186","The best way to thank our nurses and health care workers is to listen to them.

Here’s one ICU nurse‘s plea to her… https://t.co/DHSaR0H7Hh",FALSE,11694,NA,2020-03-26 13:05:15,TRUE,NA,"1243162098693177345",NA,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Twitter Media Studio</a>","NYGovCuomo",4402,FALSE,FALSE,NA,NA
"187","NEW: @SoftBank donated 1.4 million critically needed N-95 masks to us.

New York State thanks you.

We are so grate… https://t.co/sh4Gububwj",FALSE,49433,NA,2020-03-25 23:59:54,TRUE,NA,"1242964457216712711",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","NYGovCuomo",5880,FALSE,FALSE,NA,NA
"188","The @EsteeLauder Companies is donating 10,000 bottles of hand sanitizer to NYS every week in the weeks to come.

We… https://t.co/u40Jtqe0md",FALSE,36068,NA,2020-03-25 22:59:09,TRUE,NA,"1242949170174013445",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","NYGovCuomo",4311,FALSE,FALSE,NA,NA
"189","NEW: JetBlue is donating free flights for incoming medical volunteers heading to New York State.

Thank you… https://t.co/Fu2xuHrPhb",FALSE,96425,NA,2020-03-25 22:27:02,TRUE,NA,"1242941085535608835",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","NYGovCuomo",14348,FALSE,FALSE,NA,NA
"190","Grateful for the heroes who are stepping up for all of us.

Thank you to every:

-EMT
-Nurse
-Doctor
-Store clerk
-… https://t.co/0D4MGc5slh",FALSE,81661,NA,2020-03-25 21:50:52,TRUE,NA,"1242931986232217607",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","NYGovCuomo",15573,FALSE,FALSE,NA,NA
"191","@NursMama2 Thank you for everything you do.",FALSE,286,"NursMama2",2020-03-25 21:26:12,FALSE,"1242477128182087680","1242925776229597184","3290895025","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","NYGovCuomo",6,FALSE,FALSE,NA,NA
"192","The Four Seasons Hotel on 57th Street will provide FREE lodging to doctors, nurses &amp; medical personnel currently wo… https://t.co/a61P6PtLPB",FALSE,144108,NA,2020-03-25 19:28:23,TRUE,NA,"1242896128057782275",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","NYGovCuomo",25420,FALSE,FALSE,NA,NA
"193","At my direction, @NYSDPS is ordering utilities to suspend rate increases.

Utility rate increases that were to go i… https://t.co/UDRngKMbvh",FALSE,6747,NA,2020-03-25 18:34:26,TRUE,NA,"1242882551733239809",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","NYGovCuomo",983,FALSE,FALSE,NA,NA
"194","In NY we are concerned about the mental health part of this pandemic, too.

We can’t underestimate that.

For FREE… https://t.co/N20xzw6UAM",FALSE,19729,NA,2020-03-25 16:23:32,TRUE,NA,"1242849610722402305",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","NYGovCuomo",6694,FALSE,FALSE,NA,NA
"195","My dad said it best. 

In New York we share one another’s blessings and we share one another’s pain.

#NewYorkTough https://t.co/qLa2FdVz7A",FALSE,16739,NA,2020-03-25 16:18:26,FALSE,NA,"1242848325432467456",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","NYGovCuomo",3192,FALSE,FALSE,NA,NA
"196","This is not binary.

We can advance a public health strategy that is also an intelligent economic strategy.

But th… https://t.co/eFrY5HPPov",FALSE,17490,NA,2020-03-25 16:15:22,TRUE,NA,"1242847552413880320",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","NYGovCuomo",3204,FALSE,FALSE,NA,NA
"197","Every state will have a different apex with this virus. New York is first.

I told the White House, send us the equ… https://t.co/kKgXE4EzAo",FALSE,26137,NA,2020-03-25 15:53:35,TRUE,NA,"1242842070554939395",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","NYGovCuomo",3880,FALSE,FALSE,NA,NA
"198","Our single greatest challenge is ventilators.

We need 30,000 ventilators.

We have 11,000.",FALSE,60481,NA,2020-03-25 15:49:04,FALSE,NA,"1242840935890857984",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","NYGovCuomo",15098,FALSE,FALSE,NA,NA
"199","Evidence suggests density control plan may be working:

On Sun, hospitalizations doubling every 2 days
On Mon, hosp… https://t.co/bUaBnbYtu8",FALSE,18089,NA,2020-03-25 15:32:12,TRUE,NA,"1242836692534509568",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","NYGovCuomo",4278,FALSE,FALSE,NA,NA
"200","From day one we have been working on two fronts at once.

1) Slow rate of infection.

2) Raise hospital capacity.",FALSE,12830,NA,2020-03-25 15:27:52,FALSE,NA,"1242835598924304384",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","NYGovCuomo",1433,FALSE,FALSE,NA,NA
"201","Closed captioning is available at https://t.co/YjzHnxHPvN",FALSE,355,"NYGovCuomo",2020-03-25 15:19:05,FALSE,"1242833201665433600","1242833387771113472","232268199","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","NYGovCuomo",70,FALSE,FALSE,NA,NA
"202","Holding a briefing with updates on #Coronavirus. WATCH LIVE: https://t.co/Z3IdQirL3Y",FALSE,2605,NA,2020-03-25 15:18:20,FALSE,NA,"1242833201665433600",NA,"<a href=""https://periscope.tv"" rel=""nofollow"">Periscope</a>","NYGovCuomo",907,FALSE,FALSE,NA,NA
"203","Thank you @nyuniversity. It's all hands on deck.

New York is calling on qualified health care professionals to joi… https://t.co/F930Su3b1d",FALSE,9333,NA,2020-03-25 14:35:32,TRUE,NA,"1242822429178724353",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","NYGovCuomo",1927,FALSE,FALSE,NA,NA
"204","We are going to fight every way we can to save every life that we can.

That’s what it means to be an American and… https://t.co/Jq4QuteSwv",FALSE,86058,NA,2020-03-25 00:42:55,TRUE,NA,"1242612896154169350",NA,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Twitter Media Studio</a>","NYGovCuomo",19339,FALSE,FALSE,NA,NA
"205","We are not willing to sacrifice 1-2% of New Yorkers.

That’s not who we are.

We will fight to save every life we can.

I am not giving up.",FALSE,282236,NA,2020-03-24 15:52:29,FALSE,NA,"1242479407031296000",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","NYGovCuomo",40332,FALSE,FALSE,NA,NA
"206","My mother is not expendable. Your mother is not expendable.

We will not put a dollar figure on human life. 

We ca… https://t.co/X0yuz9jVVY",FALSE,285450,NA,2020-03-24 15:43:02,TRUE,NA,"1242477029083295746",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","NYGovCuomo",73601,FALSE,FALSE,NA,NA
"207","Continuing livestream. WATCH: https://t.co/W5ZIKyIUOp",FALSE,5133,NA,2020-03-24 15:42:23,FALSE,NA,"1242476864586706946",NA,"<a href=""https://periscope.tv"" rel=""nofollow"">Periscope</a>","NYGovCuomo",1294,FALSE,FALSE,NA,NA
"208","New Yorkers are smart. 
New Yorkers are resourceful.
New Yorkers are united. 
New Yorkers are tough.

We are all in… https://t.co/uqTpA1mP8L",FALSE,19406,NA,2020-03-24 15:40:06,TRUE,NA,"1242476290378211328",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","NYGovCuomo",3853,FALSE,FALSE,NA,NA
"209","The federal government must distribute ventilators based on need.

We need them in New York NOW.

After New York ge… https://t.co/UhIvg2Uoxt",FALSE,42326,NA,2020-03-24 15:24:02,TRUE,NA,"1242472246855204864",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","NYGovCuomo",8599,FALSE,FALSE,NA,NA
"210","I do not understand the reluctance to use the federal Defense Production Act to manufacture ventilators. 

If not now, when?",FALSE,142769,NA,2020-03-24 15:18:21,FALSE,NA,"1242470818212466690",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","NYGovCuomo",29852,FALSE,FALSE,NA,NA
"211","New York needs 30,000 ventilators.

It will be the difference between life and death.

The federal government must… https://t.co/pmHh1DLLUy",FALSE,36754,NA,2020-03-24 15:15:40,TRUE,NA,"1242470142556155904",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","NYGovCuomo",9516,FALSE,FALSE,NA,NA
"212","The apex of this pandemic is higher &amp; sooner than we thought. 

We believe we are 14-21 days away from this apex.… https://t.co/hftIgU4mkU",FALSE,61079,NA,2020-03-24 15:12:11,TRUE,NA,"1242469263425908736",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","NYGovCuomo",10711,FALSE,FALSE,NA,NA
"213","We had projected a need for 110K hospital beds at the apex of this virus.

The rate of infection is INCREASING and… https://t.co/zGpJfKSGpm",FALSE,18730,NA,2020-03-24 15:07:55,TRUE,NA,"1242468192712351745",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","NYGovCuomo",5198,FALSE,FALSE,NA,NA
"214","At the Javits Center in New York City making an announcement. WATCH: https://t.co/ylMDR0U440",FALSE,2267,NA,2020-03-24 14:59:28,FALSE,NA,"1242466066636230656",NA,"<a href=""https://periscope.tv"" rel=""nofollow"">Periscope</a>","NYGovCuomo",853,FALSE,FALSE,NA,NA
"215","https://t.co/1hLcV6IRt7",FALSE,43980,NA,2020-03-24 13:53:29,FALSE,NA,"1242449461638561798",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","NYGovCuomo",9602,FALSE,FALSE,NA,NA
"216","Alec Baldwin isn't joking. Stay home. Save lives.

#NewYorkStateStrongerTogether #NewYorkTough @alecbaldwin https://t.co/R4cQtSLJ5j",FALSE,4367,NA,2020-03-24 12:04:24,FALSE,NA,"1242422008194969600",NA,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Twitter Media Studio</a>","NYGovCuomo",877,FALSE,FALSE,NA,NA
"217","If it’s public health versus the economy, the only choice is public health. You cannot put a value on human life.… https://t.co/bwQ1v6yz3n",FALSE,122743,NA,2020-03-24 01:36:34,TRUE,NA,"1242264009342095361",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","NYGovCuomo",22796,FALSE,FALSE,NA,NA
"218","Prepare for the worst, hope for the best.

Public Health comes first. https://t.co/EbWeJyYOgR",FALSE,12405,NA,2020-03-24 00:51:08,FALSE,NA,"1242252574218244097",NA,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Twitter Media Studio</a>","NYGovCuomo",2928,FALSE,FALSE,NA,NA
"219","Krystal Joy Brown drops some knowledge: Stay Home. Save Lives.

#NewYorkStateStrongerTogether #NewYorkTough… https://t.co/zf8h531vWs",FALSE,1353,NA,2020-03-24 00:17:00,TRUE,NA,"1242243986447904771",NA,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Twitter Media Studio</a>","NYGovCuomo",254,FALSE,FALSE,NA,NA
"220","Toured the Javits Center today where FEMA has started work on a 1,000-bed temporary hospital to open next week.

Eq… https://t.co/BPPkE2jc6r",FALSE,14140,NA,2020-03-23 20:08:14,TRUE,NA,"1242181379015794689",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","NYGovCuomo",2203,FALSE,FALSE,NA,NA
"221","Making an announcement at the Javits Center in New York City. Watch: https://t.co/raaA5mELX5",FALSE,2892,NA,2020-03-23 17:43:14,FALSE,NA,"1242144891032895488",NA,"<a href=""https://periscope.tv"" rel=""nofollow"">Periscope</a>","NYGovCuomo",704,FALSE,FALSE,NA,NA
"222","NYS put out a call for retired healthcare professionals to enlist in NY's #Coronavirus response.

We also called on… https://t.co/WgaBDtqhZn",FALSE,7428,NA,2020-03-23 16:36:37,TRUE,NA,"1242128125175136263",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","NYGovCuomo",1751,FALSE,FALSE,NA,NA
"223","On Tuesday New York is beginning FDA-approved drug trials for very sick #Coronavirus patients.

The FDA also approv… https://t.co/OvW84XQQF7",FALSE,7212,NA,2020-03-23 16:25:42,TRUE,NA,"1242125378254184453",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","NYGovCuomo",1395,FALSE,FALSE,NA,NA
"224","We need the federal government to use the Defense Production Act so that we can get the medical supplies we despera… https://t.co/41tA56GXGI",FALSE,41026,NA,2020-03-23 15:12:55,TRUE,NA,"1242107062697504772",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","NYGovCuomo",10695,FALSE,FALSE,NA,NA
"225","Closed captioning is available at https://t.co/YjzHnxHPvN",FALSE,299,"NYGovCuomo",2020-03-23 14:52:51,FALSE,"1242101906345840641","1242102010230571008","232268199","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","NYGovCuomo",75,FALSE,FALSE,NA,NA
"226","Holding a briefing with updates on #Coronavirus. WATCH LIVE: https://t.co/C33knOoLIp",FALSE,2634,NA,2020-03-23 14:52:26,FALSE,NA,"1242101906345840641",NA,"<a href=""https://periscope.tv"" rel=""nofollow"">Periscope</a>","NYGovCuomo",867,FALSE,FALSE,NA,NA
"227","Listen to La La! Stay home. Save lives.

#NewYorkStateStrongerTogether #NewYorkTough @lala https://t.co/RvRsFWfG22",FALSE,2342,NA,2020-03-23 13:50:50,FALSE,NA,"1242086405658030080",NA,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Twitter Media Studio</a>","NYGovCuomo",559,FALSE,FALSE,NA,NA
"228","Robert De Niro is watching you. Stay home. Save lives.

#NewYorkStateStrongerTogether https://t.co/WgAsBuIrKk",FALSE,43203,NA,2020-03-23 00:55:06,FALSE,NA,"1241891186144612352",NA,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Twitter Media Studio</a>","NYGovCuomo",12980,FALSE,FALSE,NA,NA
"229","Public transportation will keep running to get nurses, doctors, law enforcement officers, and other essential perso… https://t.co/K1XZ4Rmbri",FALSE,2072,NA,2020-03-20 16:42:53,TRUE,NA,"1241042540335443968",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","NYGovCuomo",806,FALSE,FALSE,NA,NA
"230","🚨NY has a critical need for PPE including gloves, gowns &amp; masks🚨

We need companies to be creative to supply the cr… https://t.co/gHu29qiq1Y",FALSE,29553,NA,2020-03-20 16:34:21,TRUE,NA,"1241040393086685186",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","NYGovCuomo",20994,FALSE,FALSE,NA,NA
"231","Attention New Yorkers: Non-essential gatherings of individuals of ANY size for ANY reason are cancelled at this tim… https://t.co/fW8V5aEgTb",FALSE,3694,NA,2020-03-20 16:26:43,TRUE,NA,"1241038471994769411",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","NYGovCuomo",1968,FALSE,FALSE,NA,NA
"232","NEW: I am announcing Matilda's Law to protect NYers age 70+ and those with compromised immune systems:

-Remain ind… https://t.co/5edJH1Ymez",FALSE,6443,NA,2020-03-20 15:56:01,TRUE,NA,"1241030744597725186",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","NYGovCuomo",2029,FALSE,FALSE,NA,NA
"233","#BREAKING: New York will implement a 90-day moratorium on evictions for residential and commercial tenants.

We wil… https://t.co/5ZCTaBxsuH",FALSE,11130,NA,2020-03-20 15:41:51,TRUE,NA,"1241027181381406721",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","NYGovCuomo",3265,FALSE,FALSE,NA,NA
"234","In NY we know that:

Policies 
Assure
Uniform 
Safety for 
Everyone https://t.co/sFaQGTWWas",FALSE,1387,NA,2020-03-20 15:40:26,FALSE,NA,"1241026823804289025",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","NYGovCuomo",425,FALSE,FALSE,NA,NA
"235","#BREAKING: I will sign an Executive Order mandating that 100% of workforce must stay home, excluding essential serv… https://t.co/cWaENmcYlC",FALSE,46726,NA,2020-03-20 15:29:14,TRUE,NA,"1241024005299109889",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","NYGovCuomo",13950,FALSE,FALSE,NA,NA
"236","Making an announcement on the State's response to the #Coronavirus pandemic. WATCH: https://t.co/m4OJce0oBA",FALSE,1986,NA,2020-03-20 15:07:21,FALSE,NA,"1241018496500154371",NA,"<a href=""https://periscope.tv"" rel=""nofollow"">Periscope</a>","NYGovCuomo",1031,FALSE,FALSE,NA,NA
"237","HAPPENING SOON: I will make an announcement about the State's response to #Coronavirus at 11AM. Tune in.",FALSE,3400,NA,2020-03-20 14:21:10,FALSE,NA,"1241006875614863360",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","NYGovCuomo",809,FALSE,FALSE,NA,NA
"238","#BREAKING: NY, CT, NJ, and PA will temporarily close all barber shops, nail &amp; hair salons, tattoo shops, &amp; similar… https://t.co/id9zifFBOq",FALSE,23929,NA,2020-03-20 12:48:17,TRUE,NA,"1240983500553158656",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","NYGovCuomo",7891,FALSE,FALSE,NA,NA
"239","URGENT!

NYS is calling on recently retired health care professionals to sign up to be part of a reserve staff if t… https://t.co/LKc7lKx1X0",FALSE,34909,NA,2020-03-20 00:32:02,TRUE,NA,"1240798215663955968",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","NYGovCuomo",21210,FALSE,FALSE,NA,NA
"240","Don't be reckless with your life — and especially don't be reckless with other people's lives.

#StayAtHome… https://t.co/H6yrmdFXh8",FALSE,5238,NA,2020-03-19 18:57:43,TRUE,NA,"1240714084175220743",NA,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Twitter Media Studio</a>","NYGovCuomo",1407,FALSE,FALSE,NA,NA
"241","We know people are experiencing tremendous economic pressure due to #COVID19.

To help, NYS will direct mortgage pa… https://t.co/LvBNavPchb",FALSE,11077,NA,2020-03-19 17:36:17,TRUE,NA,"1240693591409750016",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","NYGovCuomo",2470,FALSE,FALSE,NA,NA
"242","I tell my daughters: Make decisions based on risk versus reward. 

For young people to go out in crowds on spring b… https://t.co/cGvFxQvEd8",FALSE,5545,NA,2020-03-19 15:38:41,TRUE,NA,"1240663996996476928",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","NYGovCuomo",1088,FALSE,FALSE,NA,NA
"243","Remember: We know that as more people are tested we will find more cases. 

Last night we tested over 7,500 New Yor… https://t.co/l5YT3lt4Ss",FALSE,2886,NA,2020-03-19 15:14:48,TRUE,NA,"1240657983706746880",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","NYGovCuomo",1212,FALSE,FALSE,NA,NA
"244","NEW: Today we are mandating that 75% of the non-essential workforce MUST work from home.

We are taking this action… https://t.co/5BX7Qd5iUH",FALSE,7532,NA,2020-03-19 14:47:29,TRUE,NA,"1240651109108199424",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","NYGovCuomo",1958,FALSE,FALSE,NA,NA
"245","Closed Captioning is available at https://t.co/O3oXmEdnXp",FALSE,139,"NYGovCuomo",2020-03-19 14:31:35,FALSE,"1240646922672566278","1240647106945302528","232268199","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","NYGovCuomo",40,FALSE,FALSE,NA,NA
"246","Updating New Yorkers on our #Coronavirus response. WATCH LIVE: https://t.co/DfpF1VYCTu",FALSE,951,NA,2020-03-19 14:30:51,FALSE,NA,"1240646922672566278",NA,"<a href=""https://periscope.tv"" rel=""nofollow"">Periscope</a>","NYGovCuomo",391,FALSE,FALSE,NA,NA
"247","38% of hospitalized #Coronavirus patients were aged 20 to 54.

Listen to the stats — not this guy.

STAY HOME! https://t.co/YKclWnZqMB",FALSE,11383,NA,2020-03-19 13:01:13,FALSE,NA,"1240624366540468224",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","NYGovCuomo",3828,FALSE,FALSE,NA,NA
